item_key,field,price_value,currency,source_zip,source_path,json_path
default_price,default_price,19500,KRW,기본지식.zip,busbar_rules.json,default_price
items[0],unit_price,38000,KRW,backend.zip,tests/fixtures/bom_seed.json,items[0].unit_price
items[1],unit_price,22000,KRW,backend.zip,tests/fixtures/bom_seed.json,items[1].unit_price
items[2],unit_price,45000,KRW,backend.zip,tests/fixtures/bom_seed.json,items[2].unit_price
items[3],unit_price,52000,KRW,backend.zip,tests/fixtures/bom_seed.json,items[3].unit_price
[0],price,22000,KRW,backend.zip,tests/fixtures/inclosure_catalog.sample.json,[0].price
[1],price,28000,KRW,backend.zip,tests/fixtures/inclosure_catalog.sample.json,[1].price
[2],price,35000,KRW,backend.zip,tests/fixtures/inclosure_catalog.sample.json,[2].price
[3],price,42000,KRW,backend.zip,tests/fixtures/inclosure_catalog.sample.json,[3].price
[4],price,55000,KRW,backend.zip,tests/fixtures/inclosure_catalog.sample.json,[4].price
[5],price,78000,KRW,backend.zip,tests/fixtures/inclosure_catalog.sample.json,[5].price
[6],price,125000,KRW,backend.zip,tests/fixtures/inclosure_catalog.sample.json,[6].price
items.FUSE_HOLDER,unit_price,4500,KRW,backend.zip,tests/fixtures/pricebook.sample.json,items.FUSE_HOLDER.unit_price
items.TERM_BLOCK,unit_price,800,KRW,backend.zip,tests/fixtures/pricebook.sample.json,items.TERM_BLOCK.unit_price
items.PVC_DUCT,unit_price,6000,KRW,backend.zip,tests/fixtures/pricebook.sample.json,items.PVC_DUCT.unit_price
items.WIRE_SET,unit_price,12000,KRW,backend.zip,tests/fixtures/pricebook.sample.json,items.WIRE_SET.unit_price
items.PBL_ONOFF,unit_price,3500,KRW,backend.zip,tests/fixtures/pricebook.sample.json,items.PBL_ONOFF.unit_price
ENC-400x500x150,price,22000,KRW,backend.zip,tests/snapshots/enclosure_exact.expected.json,expected.match.price
ENC-800x1000x300,price,78000,KRW,backend.zip,tests/snapshots/enclosure_large.expected.json,expected.match.price
ENC-500x600x200,price,35000,KRW,backend.zip,tests/snapshots/enclosure_simple.expected.json,expected.match.price
catalog.breakers.items[0],price,3300,KRW,data.zip,catalog/ai_estimation_core.json,catalog.breakers.items[0].price
catalog.breakers.items[1],price,3300,KRW,data.zip,catalog/ai_estimation_core.json,catalog.breakers.items[1].price
catalog.breakers.items[2],price,6700,KRW,data.zip,catalog/ai_estimation_core.json,catalog.breakers.items[2].price
catalog.breakers.items[3],price,10500,KRW,data.zip,catalog/ai_estimation_core.json,catalog.breakers.items[3].price
catalog.breakers.items[4],price,12000,KRW,data.zip,catalog/ai_estimation_core.json,catalog.breakers.items[4].price
catalog.breakers.items[5],price,15600,KRW,data.zip,catalog/ai_estimation_core.json,catalog.breakers.items[5].price
catalog.breakers.items[6],price,18000,KRW,data.zip,catalog/ai_estimation_core.json,catalog.breakers.items[6].price
catalog.breakers.items[7],price,12500,KRW,data.zip,catalog/ai_estimation_core.json,catalog.breakers.items[7].price
catalog.breakers.items[8],price,17500,KRW,data.zip,catalog/ai_estimation_core.json,catalog.breakers.items[8].price
catalog.breakers.items[9],price,20000,KRW,data.zip,catalog/ai_estimation_core.json,catalog.breakers.items[9].price
catalog.breakers.items[10],price,36000,KRW,data.zip,catalog/ai_estimation_core.json,catalog.breakers.items[10].price
catalog.breakers.items[11],price,42000,KRW,data.zip,catalog/ai_estimation_core.json,catalog.breakers.items[11].price
catalog.breakers.items[13],price,118000,KRW,data.zip,catalog/ai_estimation_core.json,catalog.breakers.items[13].price
catalog.breakers.items[14],price,140000,KRW,data.zip,catalog/ai_estimation_core.json,catalog.breakers.items[14].price
catalog.breakers.items[15],price,290000,KRW,data.zip,catalog/ai_estimation_core.json,catalog.breakers.items[15].price
catalog.breakers.items[16],price,330000,KRW,data.zip,catalog/ai_estimation_core.json,catalog.breakers.items[16].price
catalog.breakers.items[17],price,340000,KRW,data.zip,catalog/ai_estimation_core.json,catalog.breakers.items[17].price
catalog.breakers.items[18],price,400000,KRW,data.zip,catalog/ai_estimation_core.json,catalog.breakers.items[18].price
catalog.breakers.items[21],price,3800,KRW,data.zip,catalog/ai_estimation_core.json,catalog.breakers.items[21].price
catalog.breakers.items[22],price,3800,KRW,data.zip,catalog/ai_estimation_core.json,catalog.breakers.items[22].price
catalog.breakers.items[23],price,9400,KRW,data.zip,catalog/ai_estimation_core.json,catalog.breakers.items[23].price
catalog.breakers.items[24],price,17500,KRW,data.zip,catalog/ai_estimation_core.json,catalog.breakers.items[24].price
catalog.breakers.items[25],price,30000,KRW,data.zip,catalog/ai_estimation_core.json,catalog.breakers.items[25].price
catalog.breakers.items[26],price,32000,KRW,data.zip,catalog/ai_estimation_core.json,catalog.breakers.items[26].price
catalog.breakers.items[27],price,33400,KRW,data.zip,catalog/ai_estimation_core.json,catalog.breakers.items[27].price
catalog.breakers.items[28],price,32000,KRW,data.zip,catalog/ai_estimation_core.json,catalog.breakers.items[28].price
catalog.breakers.items[29],price,34000,KRW,data.zip,catalog/ai_estimation_core.json,catalog.breakers.items[29].price
catalog.breakers.items[30],price,36800,KRW,data.zip,catalog/ai_estimation_core.json,catalog.breakers.items[30].price
catalog.breakers.items[31],price,64400,KRW,data.zip,catalog/ai_estimation_core.json,catalog.breakers.items[31].price
catalog.breakers.items[32],price,73600,KRW,data.zip,catalog/ai_estimation_core.json,catalog.breakers.items[32].price
catalog.breakers.items[33],price,125000,KRW,data.zip,catalog/ai_estimation_core.json,catalog.breakers.items[33].price
catalog.breakers.items[34],price,148000,KRW,data.zip,catalog/ai_estimation_core.json,catalog.breakers.items[34].price
catalog.breakers.items[35],price,5000,KRW,data.zip,catalog/ai_estimation_core.json,catalog.breakers.items[35].price
catalog.breakers.items[36],price,19800,KRW,data.zip,catalog/ai_estimation_core.json,catalog.breakers.items[36].price
catalog.breakers.items[37],price,24800,KRW,data.zip,catalog/ai_estimation_core.json,catalog.breakers.items[37].price
catalog.breakers.items[38],price,23100,KRW,data.zip,catalog/ai_estimation_core.json,catalog.breakers.items[38].price
catalog.breakers.items[39],price,25080,KRW,data.zip,catalog/ai_estimation_core.json,catalog.breakers.items[39].price
catalog.breakers.items[40],price,31900,KRW,data.zip,catalog/ai_estimation_core.json,catalog.breakers.items[40].price
catalog.breakers.items[41],price,34100,KRW,data.zip,catalog/ai_estimation_core.json,catalog.breakers.items[41].price
catalog.breakers.items[42],price,37290,KRW,data.zip,catalog/ai_estimation_core.json,catalog.breakers.items[42].price
catalog.breakers.items[43],price,42240,KRW,data.zip,catalog/ai_estimation_core.json,catalog.breakers.items[43].price
catalog.breakers.items[44],price,24640,KRW,data.zip,catalog/ai_estimation_core.json,catalog.breakers.items[44].price
catalog.breakers.items[45],price,32560,KRW,data.zip,catalog/ai_estimation_core.json,catalog.breakers.items[45].price
catalog.breakers.items[46],price,39600,KRW,data.zip,catalog/ai_estimation_core.json,catalog.breakers.items[46].price
catalog.breakers.items[47],price,26950,KRW,data.zip,catalog/ai_estimation_core.json,catalog.breakers.items[47].price
catalog.breakers.items[48],price,35420,KRW,data.zip,catalog/ai_estimation_core.json,catalog.breakers.items[48].price
catalog.breakers.items[49],price,39600,KRW,data.zip,catalog/ai_estimation_core.json,catalog.breakers.items[49].price
catalog.breakers.items[50],price,27720,KRW,data.zip,catalog/ai_estimation_core.json,catalog.breakers.items[50].price
catalog.breakers.items[52],price,39930,KRW,data.zip,catalog/ai_estimation_core.json,catalog.breakers.items[52].price
catalog.breakers.items[55],price,87300,KRW,data.zip,catalog/ai_estimation_core.json,catalog.breakers.items[55].price
catalog.breakers.items[56],price,111000,KRW,data.zip,catalog/ai_estimation_core.json,catalog.breakers.items[56].price
catalog.breakers.items[57],price,128700,KRW,data.zip,catalog/ai_estimation_core.json,catalog.breakers.items[57].price
catalog.breakers.items[59],price,151800,KRW,data.zip,catalog/ai_estimation_core.json,catalog.breakers.items[59].price
catalog.breakers.items[60],price,154000,KRW,data.zip,catalog/ai_estimation_core.json,catalog.breakers.items[60].price
catalog.breakers.items[61],price,174900,KRW,data.zip,catalog/ai_estimation_core.json,catalog.breakers.items[61].price
catalog.breakers.items[62],price,195800,KRW,data.zip,catalog/ai_estimation_core.json,catalog.breakers.items[62].price
catalog.breakers.items[63],price,221100,KRW,data.zip,catalog/ai_estimation_core.json,catalog.breakers.items[63].price
catalog.breakers.items[64],price,228800,KRW,data.zip,catalog/ai_estimation_core.json,catalog.breakers.items[64].price
catalog.breakers.items[65],price,258500,KRW,data.zip,catalog/ai_estimation_core.json,catalog.breakers.items[65].price
catalog.breakers.items[66],price,322400,KRW,data.zip,catalog/ai_estimation_core.json,catalog.breakers.items[66].price
catalog.breakers.items[67],price,322400,KRW,data.zip,catalog/ai_estimation_core.json,catalog.breakers.items[67].price
catalog.breakers.items[68],price,396000,KRW,data.zip,catalog/ai_estimation_core.json,catalog.breakers.items[68].price
catalog.breakers.items[69],price,455400,KRW,data.zip,catalog/ai_estimation_core.json,catalog.breakers.items[69].price
catalog.breakers.items[70],price,511500,KRW,data.zip,catalog/ai_estimation_core.json,catalog.breakers.items[70].price
catalog.breakers.items[71],price,586300,KRW,data.zip,catalog/ai_estimation_core.json,catalog.breakers.items[71].price
catalog.breakers.items[72],price,594000,KRW,data.zip,catalog/ai_estimation_core.json,catalog.breakers.items[72].price
catalog.breakers.items[73],price,666600,KRW,data.zip,catalog/ai_estimation_core.json,catalog.breakers.items[73].price
catalog.breakers.items[74],price,488400,KRW,data.zip,catalog/ai_estimation_core.json,catalog.breakers.items[74].price
catalog.breakers.items[75],price,550000,KRW,data.zip,catalog/ai_estimation_core.json,catalog.breakers.items[75].price
catalog.breakers.items[76],price,641300,KRW,data.zip,catalog/ai_estimation_core.json,catalog.breakers.items[76].price
catalog.breakers.items[77],price,728800,KRW,data.zip,catalog/ai_estimation_core.json,catalog.breakers.items[77].price
catalog.breakers.items[78],price,750200,KRW,data.zip,catalog/ai_estimation_core.json,catalog.breakers.items[78].price
catalog.breakers.items[79],price,876300,KRW,data.zip,catalog/ai_estimation_core.json,catalog.breakers.items[79].price
catalog.breakers.items[80],price,10300,KRW,data.zip,catalog/ai_estimation_core.json,catalog.breakers.items[80].price
catalog.breakers.items[81],price,10300,KRW,data.zip,catalog/ai_estimation_core.json,catalog.breakers.items[81].price
catalog.breakers.items[82],price,30900,KRW,data.zip,catalog/ai_estimation_core.json,catalog.breakers.items[82].price
catalog.breakers.items[83],price,37000,KRW,data.zip,catalog/ai_estimation_core.json,catalog.breakers.items[83].price
catalog.breakers.items[84],price,51700,KRW,data.zip,catalog/ai_estimation_core.json,catalog.breakers.items[84].price
catalog.breakers.items[85],price,53900,KRW,data.zip,catalog/ai_estimation_core.json,catalog.breakers.items[85].price
catalog.breakers.items[86],price,56650,KRW,data.zip,catalog/ai_estimation_core.json,catalog.breakers.items[86].price
catalog.breakers.items[87],price,71500,KRW,data.zip,catalog/ai_estimation_core.json,catalog.breakers.items[87].price
catalog.breakers.items[88],price,86460,KRW,data.zip,catalog/ai_estimation_core.json,catalog.breakers.items[88].price
catalog.breakers.items[89],price,104170,KRW,data.zip,catalog/ai_estimation_core.json,catalog.breakers.items[89].price
catalog.breakers.items[90],price,154330,KRW,data.zip,catalog/ai_estimation_core.json,catalog.breakers.items[90].price
catalog.breakers.items[91],price,192500,KRW,data.zip,catalog/ai_estimation_core.json,catalog.breakers.items[91].price
catalog.breakers.items[92],price,352770,KRW,data.zip,catalog/ai_estimation_core.json,catalog.breakers.items[92].price
catalog.breakers.items[93],price,470000,KRW,data.zip,catalog/ai_estimation_core.json,catalog.breakers.items[93].price
catalog.breakers.items[94],price,638000,KRW,data.zip,catalog/ai_estimation_core.json,catalog.breakers.items[94].price
catalog.breakers.items[95],price,858000,KRW,data.zip,catalog/ai_estimation_core.json,catalog.breakers.items[95].price
catalog.breakers.items[96],price,79200,KRW,data.zip,catalog/ai_estimation_core.json,catalog.breakers.items[96].price
catalog.breakers.items[97],price,87340,KRW,data.zip,catalog/ai_estimation_core.json,catalog.breakers.items[97].price
catalog.breakers.items[98],price,82170,KRW,data.zip,catalog/ai_estimation_core.json,catalog.breakers.items[98].price
catalog.breakers.items[99],price,102850,KRW,data.zip,catalog/ai_estimation_core.json,catalog.breakers.items[99].price
catalog.breakers.items[100],price,109450,KRW,data.zip,catalog/ai_estimation_core.json,catalog.breakers.items[100].price
catalog.breakers.items[101],price,128700,KRW,data.zip,catalog/ai_estimation_core.json,catalog.breakers.items[101].price
catalog.breakers.items[102],price,234300,KRW,data.zip,catalog/ai_estimation_core.json,catalog.breakers.items[102].price
catalog.breakers.items[103],price,277200,KRW,data.zip,catalog/ai_estimation_core.json,catalog.breakers.items[103].price
catalog.breakers.items[104],price,399300,KRW,data.zip,catalog/ai_estimation_core.json,catalog.breakers.items[104].price
catalog.breakers.items[105],price,526900,KRW,data.zip,catalog/ai_estimation_core.json,catalog.breakers.items[105].price
catalog.breakers.items[106],price,704000,KRW,data.zip,catalog/ai_estimation_core.json,catalog.breakers.items[106].price
catalog.breakers.items[107],price,858000,KRW,data.zip,catalog/ai_estimation_core.json,catalog.breakers.items[107].price
catalog.enclosures.standard.items[0],price,22000,KRW,data.zip,catalog/ai_estimation_core.json,catalog.enclosures.standard.items[0].price
catalog.enclosures.standard.items[1],price,28000,KRW,data.zip,catalog/ai_estimation_core.json,catalog.enclosures.standard.items[1].price
catalog.enclosures.standard.items[2],price,29500,KRW,data.zip,catalog/ai_estimation_core.json,catalog.enclosures.standard.items[2].price
catalog.enclosures.standard.items[3],price,32200,KRW,data.zip,catalog/ai_estimation_core.json,catalog.enclosures.standard.items[3].price
catalog.enclosures.standard.items[4],price,41500,KRW,data.zip,catalog/ai_estimation_core.json,catalog.enclosures.standard.items[4].price
catalog.enclosures.standard.items[5],price,36500,KRW,data.zip,catalog/ai_estimation_core.json,catalog.enclosures.standard.items[5].price
catalog.enclosures.standard.items[6],price,37800,KRW,data.zip,catalog/ai_estimation_core.json,catalog.enclosures.standard.items[6].price
catalog.enclosures.standard.items[7],price,49000,KRW,data.zip,catalog/ai_estimation_core.json,catalog.enclosures.standard.items[7].price
catalog.enclosures.standard.items[8],price,53000,KRW,data.zip,catalog/ai_estimation_core.json,catalog.enclosures.standard.items[8].price
catalog.enclosures.standard.items[9],price,53800,KRW,data.zip,catalog/ai_estimation_core.json,catalog.enclosures.standard.items[9].price
catalog.enclosures.standard.items[10],price,55800,KRW,data.zip,catalog/ai_estimation_core.json,catalog.enclosures.standard.items[10].price
catalog.enclosures.standard.items[11],price,60000,KRW,data.zip,catalog/ai_estimation_core.json,catalog.enclosures.standard.items[11].price
catalog.enclosures.standard.items[12],price,63000,KRW,data.zip,catalog/ai_estimation_core.json,catalog.enclosures.standard.items[12].price
catalog.enclosures.standard.items[13],price,70000,KRW,data.zip,catalog/ai_estimation_core.json,catalog.enclosures.standard.items[13].price
catalog.enclosures.standard.items[14],price,74000,KRW,data.zip,catalog/ai_estimation_core.json,catalog.enclosures.standard.items[14].price
catalog.enclosures.standard.items[15],price,91000,KRW,data.zip,catalog/ai_estimation_core.json,catalog.enclosures.standard.items[15].price
catalog.enclosures.standard.items[16],price,36000,KRW,data.zip,catalog/ai_estimation_core.json,catalog.enclosures.standard.items[16].price
catalog.enclosures.standard.items[17],price,36000,KRW,data.zip,catalog/ai_estimation_core.json,catalog.enclosures.standard.items[17].price
catalog.enclosures.standard.items[18],price,50000,KRW,data.zip,catalog/ai_estimation_core.json,catalog.enclosures.standard.items[18].price
catalog.enclosures.standard.items[19],price,59000,KRW,data.zip,catalog/ai_estimation_core.json,catalog.enclosures.standard.items[19].price
catalog.enclosures.standard.items[20],price,60000,KRW,data.zip,catalog/ai_estimation_core.json,catalog.enclosures.standard.items[20].price
catalog.enclosures.standard.items[21],price,69000,KRW,data.zip,catalog/ai_estimation_core.json,catalog.enclosures.standard.items[21].price
catalog.enclosures.standard.items[22],price,70000,KRW,data.zip,catalog/ai_estimation_core.json,catalog.enclosures.standard.items[22].price
catalog.enclosures.standard.items[23],price,79000,KRW,data.zip,catalog/ai_estimation_core.json,catalog.enclosures.standard.items[23].price
catalog.enclosures.standard.items[24],price,81000,KRW,data.zip,catalog/ai_estimation_core.json,catalog.enclosures.standard.items[24].price
catalog.enclosures.standard.items[25],price,84000,KRW,data.zip,catalog/ai_estimation_core.json,catalog.enclosures.standard.items[25].price
catalog.enclosures.standard.items[26],price,93000,KRW,data.zip,catalog/ai_estimation_core.json,catalog.enclosures.standard.items[26].price
catalog.enclosures.standard.items[27],price,72000,KRW,data.zip,catalog/ai_estimation_core.json,catalog.enclosures.standard.items[27].price
catalog.enclosures.standard.items[28],price,80000,KRW,data.zip,catalog/ai_estimation_core.json,catalog.enclosures.standard.items[28].price
catalog.enclosures.standard.items[29],price,85000,KRW,data.zip,catalog/ai_estimation_core.json,catalog.enclosures.standard.items[29].price
catalog.enclosures.standard.items[30],price,95000,KRW,data.zip,catalog/ai_estimation_core.json,catalog.enclosures.standard.items[30].price
catalog.enclosures.standard.items[31],price,103000,KRW,data.zip,catalog/ai_estimation_core.json,catalog.enclosures.standard.items[31].price
catalog.enclosures.standard.items[32],price,109000,KRW,data.zip,catalog/ai_estimation_core.json,catalog.enclosures.standard.items[32].price
catalog.enclosures.standard.items[33],price,113000,KRW,data.zip,catalog/ai_estimation_core.json,catalog.enclosures.standard.items[33].price
catalog.enclosures.standard.items[34],price,120000,KRW,data.zip,catalog/ai_estimation_core.json,catalog.enclosures.standard.items[34].price
catalog.enclosures.standard.items[35],price,123000,KRW,data.zip,catalog/ai_estimation_core.json,catalog.enclosures.standard.items[35].price
catalog.enclosures.standard.items[36],price,130000,KRW,data.zip,catalog/ai_estimation_core.json,catalog.enclosures.standard.items[36].price
catalog.enclosures.standard.items[37],price,160000,KRW,data.zip,catalog/ai_estimation_core.json,catalog.enclosures.standard.items[37].price
catalog.enclosures.standard.items[38],price,170000,KRW,data.zip,catalog/ai_estimation_core.json,catalog.enclosures.standard.items[38].price
catalog.enclosures.standard.items[39],price,115000,KRW,data.zip,catalog/ai_estimation_core.json,catalog.enclosures.standard.items[39].price
catalog.enclosures.standard.items[40],price,128000,KRW,data.zip,catalog/ai_estimation_core.json,catalog.enclosures.standard.items[40].price
catalog.enclosures.standard.items[41],price,137000,KRW,data.zip,catalog/ai_estimation_core.json,catalog.enclosures.standard.items[41].price
catalog.enclosures.standard.items[42],price,142000,KRW,data.zip,catalog/ai_estimation_core.json,catalog.enclosures.standard.items[42].price
catalog.enclosures.standard.items[43],price,153000,KRW,data.zip,catalog/ai_estimation_core.json,catalog.enclosures.standard.items[43].price
catalog.enclosures.standard.items[44],price,175000,KRW,data.zip,catalog/ai_estimation_core.json,catalog.enclosures.standard.items[44].price
catalog.enclosures.standard.items[45],price,183000,KRW,data.zip,catalog/ai_estimation_core.json,catalog.enclosures.standard.items[45].price
catalog.enclosures.standard.items[46],price,200000,KRW,data.zip,catalog/ai_estimation_core.json,catalog.enclosures.standard.items[46].price
catalog.enclosures.standard.items[47],price,215000,KRW,data.zip,catalog/ai_estimation_core.json,catalog.enclosures.standard.items[47].price
catalog.enclosures.standard.items[48],price,225000,KRW,data.zip,catalog/ai_estimation_core.json,catalog.enclosures.standard.items[48].price
catalog.enclosures.standard.items[49],price,243000,KRW,data.zip,catalog/ai_estimation_core.json,catalog.enclosures.standard.items[49].price
catalog.enclosures.standard.items[50],price,290000,KRW,data.zip,catalog/ai_estimation_core.json,catalog.enclosures.standard.items[50].price
catalog.enclosures.standard.items[51],price,142000,KRW,data.zip,catalog/ai_estimation_core.json,catalog.enclosures.standard.items[51].price
catalog.enclosures.standard.items[52],price,149000,KRW,data.zip,catalog/ai_estimation_core.json,catalog.enclosures.standard.items[52].price
catalog.enclosures.standard.items[53],price,155000,KRW,data.zip,catalog/ai_estimation_core.json,catalog.enclosures.standard.items[53].price
catalog.enclosures.standard.items[54],price,159000,KRW,data.zip,catalog/ai_estimation_core.json,catalog.enclosures.standard.items[54].price
catalog.enclosures.standard.items[55],price,210000,KRW,data.zip,catalog/ai_estimation_core.json,catalog.enclosures.standard.items[55].price
catalog.enclosures.standard.items[56],price,255000,KRW,data.zip,catalog/ai_estimation_core.json,catalog.enclosures.standard.items[56].price
catalog.enclosures.standard.items[57],price,270000,KRW,data.zip,catalog/ai_estimation_core.json,catalog.enclosures.standard.items[57].price
catalog.enclosures.standard.items[58],price,315000,KRW,data.zip,catalog/ai_estimation_core.json,catalog.enclosures.standard.items[58].price
catalog.enclosures.standard.items[59],price,315000,KRW,data.zip,catalog/ai_estimation_core.json,catalog.enclosures.standard.items[59].price
catalog.enclosures.standard.items[60],price,345000,KRW,data.zip,catalog/ai_estimation_core.json,catalog.enclosures.standard.items[60].price
catalog.enclosures.standard.items[61],price,435000,KRW,data.zip,catalog/ai_estimation_core.json,catalog.enclosures.standard.items[61].price
catalog.enclosures.standard.items[62],price,490000,KRW,data.zip,catalog/ai_estimation_core.json,catalog.enclosures.standard.items[62].price
catalog.enclosures.standard.items[63],price,560000,KRW,data.zip,catalog/ai_estimation_core.json,catalog.enclosures.standard.items[63].price
catalog.enclosures.standard.items[64],price,610000,KRW,data.zip,catalog/ai_estimation_core.json,catalog.enclosures.standard.items[64].price
catalog.enclosures.standard.items[65],price,21000,KRW,data.zip,catalog/ai_estimation_core.json,catalog.enclosures.standard.items[65].price
catalog.enclosures.standard.items[66],price,25000,KRW,data.zip,catalog/ai_estimation_core.json,catalog.enclosures.standard.items[66].price
catalog.enclosures.standard.items[67],price,30000,KRW,data.zip,catalog/ai_estimation_core.json,catalog.enclosures.standard.items[67].price
catalog.enclosures.standard.items[68],price,35000,KRW,data.zip,catalog/ai_estimation_core.json,catalog.enclosures.standard.items[68].price
catalog.enclosures.standard.items[69],price,41000,KRW,data.zip,catalog/ai_estimation_core.json,catalog.enclosures.standard.items[69].price
catalog.enclosures.standard.items[70],price,48000,KRW,data.zip,catalog/ai_estimation_core.json,catalog.enclosures.standard.items[70].price
catalog.enclosures.standard.items[71],price,53000,KRW,data.zip,catalog/ai_estimation_core.json,catalog.enclosures.standard.items[71].price
catalog.enclosures.standard.items[72],price,45000,KRW,data.zip,catalog/ai_estimation_core.json,catalog.enclosures.standard.items[72].price
catalog.enclosures.standard.items[73],price,49000,KRW,data.zip,catalog/ai_estimation_core.json,catalog.enclosures.standard.items[73].price
catalog.enclosures.standard.items[74],price,57000,KRW,data.zip,catalog/ai_estimation_core.json,catalog.enclosures.standard.items[74].price
catalog.enclosures.standard.items[75],price,62000,KRW,data.zip,catalog/ai_estimation_core.json,catalog.enclosures.standard.items[75].price
catalog.enclosures.standard.items[76],price,70000,KRW,data.zip,catalog/ai_estimation_core.json,catalog.enclosures.standard.items[76].price
catalog.enclosures.standard.items[77],price,77000,KRW,data.zip,catalog/ai_estimation_core.json,catalog.enclosures.standard.items[77].price
catalog.enclosures.standard.items[78],price,95000,KRW,data.zip,catalog/ai_estimation_core.json,catalog.enclosures.standard.items[78].price
catalog.enclosures.standard.items[79],price,73000,KRW,data.zip,catalog/ai_estimation_core.json,catalog.enclosures.standard.items[79].price
catalog.enclosures.standard.items[80],price,81000,KRW,data.zip,catalog/ai_estimation_core.json,catalog.enclosures.standard.items[80].price
catalog.enclosures.standard.items[81],price,90000,KRW,data.zip,catalog/ai_estimation_core.json,catalog.enclosures.standard.items[81].price
catalog.enclosures.standard.items[82],price,109000,KRW,data.zip,catalog/ai_estimation_core.json,catalog.enclosures.standard.items[82].price
catalog.enclosures.standard.items[83],price,95000,KRW,data.zip,catalog/ai_estimation_core.json,catalog.enclosures.standard.items[83].price
catalog.enclosures.standard.items[84],price,105000,KRW,data.zip,catalog/ai_estimation_core.json,catalog.enclosures.standard.items[84].price
catalog.enclosures.standard.items[85],price,125000,KRW,data.zip,catalog/ai_estimation_core.json,catalog.enclosures.standard.items[85].price
catalog.enclosures.standard.items[86],price,145000,KRW,data.zip,catalog/ai_estimation_core.json,catalog.enclosures.standard.items[86].price
catalog.enclosures.standard.items[87],price,23000,KRW,data.zip,catalog/ai_estimation_core.json,catalog.enclosures.standard.items[87].price
catalog.enclosures.standard.items[88],price,25000,KRW,data.zip,catalog/ai_estimation_core.json,catalog.enclosures.standard.items[88].price
catalog.enclosures.standard.items[89],price,29000,KRW,data.zip,catalog/ai_estimation_core.json,catalog.enclosures.standard.items[89].price
catalog.enclosures.standard.items[90],price,33000,KRW,data.zip,catalog/ai_estimation_core.json,catalog.enclosures.standard.items[90].price
catalog.enclosures.standard.items[91],price,37000,KRW,data.zip,catalog/ai_estimation_core.json,catalog.enclosures.standard.items[91].price
catalog.enclosures.standard.items[92],price,42000,KRW,data.zip,catalog/ai_estimation_core.json,catalog.enclosures.standard.items[92].price
catalog.enclosures.standard.items[93],price,48000,KRW,data.zip,catalog/ai_estimation_core.json,catalog.enclosures.standard.items[93].price
catalog.enclosures.standard.items[94],price,41000,KRW,data.zip,catalog/ai_estimation_core.json,catalog.enclosures.standard.items[94].price
catalog.enclosures.standard.items[95],price,42000,KRW,data.zip,catalog/ai_estimation_core.json,catalog.enclosures.standard.items[95].price
catalog.enclosures.standard.items[96],price,48000,KRW,data.zip,catalog/ai_estimation_core.json,catalog.enclosures.standard.items[96].price
catalog.enclosures.standard.items[97],price,52000,KRW,data.zip,catalog/ai_estimation_core.json,catalog.enclosures.standard.items[97].price
catalog.enclosures.standard.items[98],price,58000,KRW,data.zip,catalog/ai_estimation_core.json,catalog.enclosures.standard.items[98].price
catalog.enclosures.standard.items[99],price,64000,KRW,data.zip,catalog/ai_estimation_core.json,catalog.enclosures.standard.items[99].price
catalog.enclosures.standard.items[100],price,72000,KRW,data.zip,catalog/ai_estimation_core.json,catalog.enclosures.standard.items[100].price
catalog.enclosures.standard.items[101],price,60000,KRW,data.zip,catalog/ai_estimation_core.json,catalog.enclosures.standard.items[101].price
catalog.enclosures.standard.items[102],price,65000,KRW,data.zip,catalog/ai_estimation_core.json,catalog.enclosures.standard.items[102].price
catalog.enclosures.standard.items[103],price,71000,KRW,data.zip,catalog/ai_estimation_core.json,catalog.enclosures.standard.items[103].price
catalog.enclosures.standard.items[104],price,83000,KRW,data.zip,catalog/ai_estimation_core.json,catalog.enclosures.standard.items[104].price
catalog.enclosures.standard.items[105],price,71000,KRW,data.zip,catalog/ai_estimation_core.json,catalog.enclosures.standard.items[105].price
catalog.enclosures.standard.items[106],price,79000,KRW,data.zip,catalog/ai_estimation_core.json,catalog.enclosures.standard.items[106].price
catalog.enclosures.standard.items[107],price,95000,KRW,data.zip,catalog/ai_estimation_core.json,catalog.enclosures.standard.items[107].price
catalog.enclosures.standard.items[108],price,111000,KRW,data.zip,catalog/ai_estimation_core.json,catalog.enclosures.standard.items[108].price
catalog.enclosures.standard.items[109],price,43000,KRW,data.zip,catalog/ai_estimation_core.json,catalog.enclosures.standard.items[109].price
catalog.enclosures.standard.items[110],price,65000,KRW,data.zip,catalog/ai_estimation_core.json,catalog.enclosures.standard.items[110].price
catalog.enclosures.standard.items[111],price,80000,KRW,data.zip,catalog/ai_estimation_core.json,catalog.enclosures.standard.items[111].price
catalog.enclosures.standard.items[112],price,90000,KRW,data.zip,catalog/ai_estimation_core.json,catalog.enclosures.standard.items[112].price
catalog.enclosures.standard.items[113],price,92000,KRW,data.zip,catalog/ai_estimation_core.json,catalog.enclosures.standard.items[113].price
catalog.enclosures.standard.items[114],price,100000,KRW,data.zip,catalog/ai_estimation_core.json,catalog.enclosures.standard.items[114].price
catalog.enclosures.standard.items[115],price,115000,KRW,data.zip,catalog/ai_estimation_core.json,catalog.enclosures.standard.items[115].price
catalog.enclosures.standard.items[116],price,130000,KRW,data.zip,catalog/ai_estimation_core.json,catalog.enclosures.standard.items[116].price
